Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound,review_length
1857,GreenWeaver,1.0,i got this for my samsung galaxy tab   p and it worked great for about  weeks september  through today october  it just died while i had the tablet attached to my pc and was copying another file onto it so i ve changed my rating from  stars to just  star i d give  stars if i could another user warned me that this had happened to him after    months but  weeks i ve reported this to amazon and asked for a refund stay as far away from this card as you can at least for the galaxy tab   update amazon refunded my money for this card and i replaced it with the samsung equivalent which is still working perfectly don t waste your time and money on this card get the samsung,,808,0,0,0,0,0.0,0.0,672
1858,G. Reger,5.0,good product that is working well was packaged well and delivered as promised it was a birthday gift for my sons laptop,,699,0,0,0,0,0.0,0.0,119
1859,Gregg F. Carter,5.0,bought this for my asus tft transformer tablet no issues whatsoever great having gb internal plu now an additional gb in sd,,678,0,0,0,0,0.0,0.0,123
1860,Greg,1.0,after  months it stopped working i got a new one form sandisk but i m very apprehensive to put it on my phone,,161,0,0,0,0,0.0,0.0,109
1861,Greg,5.0,i ve used the gb version of this card since i got it in two android phones and no problems with either phone it gives me all the music pictures downloads etc storage i ll ever need as fast as any other card and faster than most i also love amazon frustration fee packaging since there are so many fakes with online retailers buy from a trusted source like amazon,,571,0,0,0,0,0.0,0.0,362
1862,Greg,5.0,this memory card works on my motorola droid razr m even though my phone s  information guide  says it is only compatible with a gb memory card once formatted it works great so worth not spending the extra money just to get a phone with a ton of built in internal memory,,970,0,0,0,0,0.0,0.0,269
1863,GREGORY A BOLDUC,5.0,a truly great value not nearly as expensive as i thought it would be lots of memory and good speed as well,,190,0,0,0,0,0.0,0.0,106
1864,Gregory Delany,5.0,excellent brand as good as any of the other cards i ve ever used highly recommended for any appropriate uses i like all of the san disk products,,265,0,0,0,0,0.0,0.0,144
1865,Gregory,4.0,and it got stuck in the adapter they sent with it had to break that open it fit in another adapter though,,568,0,0,0,0,0.0,0.0,105
1866,"Gregory P. Alford ""Senior Consultant""",1.0,this is one of those basic items that usually just work in my case i received one that just did not work a couple of weeks ago my phone reported an error and so i reformatted the card and transferred my music back onto it unfortunately it failed again two days ago and it won t even format now i have had good luck with sandisk before but this one was not a good experience,,585,1,1,2,0,0.5,0.0945312057342307,373
1867,Gregory S Gannon,5.0,i love this card it is fast and enough space to hold more than i will use i can put movies on there with plenty of space for music pictures ect,,667,0,0,0,0,0.0,0.0,143
1868,Gregory S Oswald,5.0,pros  gbs more for my tablet works great cons none to speak ofoverall i hold this and i feel like i m going to lose it it is the perfect size to add storage to my tablet though and that is what i want it for,,269,0,0,0,0,0.0,0.0,207
1869,Gregory Turner,5.0,what else can i say it is sandisk memory card which i use almost exclusively because i have never had a problem with any sandisk product i have owned consistent high quality products that work as advertised,,438,0,0,0,0,0.0,0.0,206
1870,Gregory V. Welch,5.0,this is a gb memory card works right out of the case does exactly what the description says very fast read write speeds i recommend this to anyone i am currently using this on my samsung galaxy note  and samsung galaxy tab,,650,0,0,0,0,0.0,0.0,222
1871,Greg Porter,5.0,i bought it to expand the memory on a cheap android tablet it is recognized and works fine no problems,,680,1,0,1,1,1.0,0.2065493143772374,102
1872,Gregs of Wrath,5.0,i bought this memory card to be used in my gopro hero black i couldn t believe how small the card is sandisk isn t kidding when they say  micro  i ve taken photos and videos all over california and its worked without issue definitely worth the investment,,400,0,0,0,0,0.0,0.0,254
1873,"Greg T ""Love Electronics""",5.0,i purchased this card based on the price after i ordered it i finally started reading some of the reviews and started getting worried about whether the card was going to work seems that a lot of people have been having problems getting the phone to recognize the card and then if needed formatting the card when the card arrived i put it in my phone and it immediately was recognized by my android system jb    i had already copied all the music pics and video off my older slower and smaller card onto my computer so all i had to do was plug the phone into the computer open the card and copy everything into it everything went in with no problem i then unplugged it from the computer and tested my videos and music on the phone and everything worked like a charm bottom line i did not have to format the card i just plugged it into the phone it was immediately recognized and worked like a charm i would highly recommend this card based on the price and the product that you are receiving,,756,0,0,0,0,0.0,0.0,990
1874,Greg_Z,1.0,i just don t get what has happened to sandisk quality it seems to have gone down over the years this product was glitchy from day one i thought it would be fine after a quick check disk but then it only got worse after less than a week i have to return it what upsets me is that this is not my first bad experience with sandisk products i used to buy them all the time they were my brand of choice for flash memory cards or thumb drives the last three products i have bought from them have had problems and failed either immediately or shortly after usage so i give up i will start looking to other companies for my memory needs i bought a transcend to replace this i hope it works out better,,265,0,0,0,0,0.0,0.0,692
1875,Gretchen S.,5.0,i love sandisk storage and got this for my tablet s microsd slot it works flawlessly and doubled my tablet s storage with no fuss the performance has been snappy enough for my needs and i can copy things into and off of it very easily since asus tablets are known to slow down if their main storage gets too full this is really useful for giving me a place to offload things to like apps that i don t want to download again but want to keep on hand media files my ebook collection more music etc,,423,0,0,0,0,0.0,0.0,495
1876,Grey Shealy,5.0,this is a terrific memory card i use it with my go pro to capture  video and its got alot of space,,262,0,0,0,0,0.0,0.0,98
1877,Greywolf74,5.0,sandisk makes some of the best sd and micro sd cards out there this one is no exception,,703,0,0,0,0,0.0,0.0,87
1878,Grimjaw,5.0,what s to say it s fast and i have had no errors from it i mostly use it to hold music so i can use my phone as an mp player,,445,0,0,0,0,0.0,0.0,124
1879,"Grim Rip ""Grimrip""",5.0,i purchased this product to install in my garmin gps unit since it was full and couldn t handle the new map updates easily and securely installed this memory card promises to provide a long life to my gps unit,,126,0,0,0,0,0.0,0.0,209
1880,grizzly.mitch,5.0,quick speeds and a ton of memory if you have an expandable slot get this it was nice being able to store all my photos videos and music on my phone finally,,391,0,0,0,0,0.0,0.0,155
1881,G.R.K.,5.0,the supplied card with the r is gb that only holds about  songs i had to keep deleting projects to make room for new ones solution get a larger capacity card it also makes selecting saving and deleting projects faster no problems after  month of use,,248,0,0,0,0,0.0,0.0,249
1882,Grmcrkrs,5.0,this went into my raspberry pi and it works great i have had nothing but success from this little guy also it conveniently came with the sd adapter,,578,0,0,0,0,0.0,0.0,147
1883,Grumpy,5.0,had no issues the card and adapter worked as promised and not all sad cards bought on internet do good luck,,228,0,0,0,0,0.0,0.0,107
1884,"Grzegorz Tokarski ""GregT""",5.0,no issues in my little cell phones works as advertised priced well no issues not much more to say but amazon requires few more words,,420,0,0,0,0,0.0,0.0,132
1885,GS,1.0,i should have known better everyone is complaining about this memory card if you read reviews on specialized forums last time i buy anything from sandisk,,256,1,0,1,1,1.0,0.2065493143772374,153
1886,G. Sherwin,5.0,i can always count on a good bargain on amazon not only is the price good but their prime program has saved me big time,,473,0,0,0,0,0.0,0.0,119
1887,"G. Stucco ""mr guido""",1.0,broke after  weeks i will go back to samsung hd cards this was a waste of time and money actually i should ask for a refund,,514,1,0,1,1,1.0,0.2065493143772374,123
1888,GTard,5.0,great write speed and lots of space i bought this for my galaxy s and formatted to fat and it works great,,629,0,0,0,0,0.0,0.0,105
1889,gtbhawaii,5.0,sandisk is the only brand i use i probably should have gotten a  gb as well but prices keep falling so i can t really lose,,32,0,0,0,0,0.0,0.0,122
1890,gt,1.0,i have zero complaints this card does exactly what it should i m amazed by how inexpensive memory cards continue to get these things are really useful to throw on your keychain because they re so small update from  stars to  dead after  months appears to be a fairly common issue let s see how the rma process goes,,971,0,0,0,0,0.0,0.0,314
1891,Guillermo Lene,5.0,the memory sandisk ultra gb micro sdxc class  uhs it has been working really good and it is fast at loading my content i would really recommend this product to anyone that needs a memory card for their phones tablets and more,,277,0,0,0,0,0.0,0.0,225
1892,guinness,5.0,i don t get the class  stuff but the higher the number the better from what i have reseached i have it for my smart phone and works fine,,554,0,0,0,0,0.0,0.0,136
1893,"guitarlizard ""Toni""",5.0,while updating maps for my nuvi  i received a message stating i needed more memory to download new versions of maps that i required this was probably a bit of overkill but the price was right so i ordered one two days later i installed it and it worked flawlessly with mucho memory left for future needs will be buying a few more of them for other uses can t go wrong with this card see ya,,344,0,0,0,0,0.0,0.0,389
1894,Guitartek,5.0,great transfer speeds for my tablet going on a month now and it works just fine highly recommend it to anyne,,359,0,0,0,0,0.0,0.0,108
1895,gupter,5.0,i have both the samsung skyrocket and note  android phones and this card works great mine came formatted for exfat android will need it formatted in fat  to do this use the format function built into the phone after the format it works great,,720,0,0,0,0,0.0,0.0,241
1896,Gus,5.0,if you are looking for a good sd card look no further i use this in my samsung player and it works great you can pop it in and out of multiple players if you want to give you flexibility also priced very good compared to other places,,622,0,0,0,0,0.0,0.0,233
1897,"GUSR19 ""JimE""",5.0,i bought this for my wife s new smartphone so that she should never run out of space for photographs or at least it will take her a very long time we ll see how long filling it takes once she gets going,,217,0,0,0,0,0.0,0.0,202
1898,Gustave  Nicholas von Bodungen,5.0,when purchasing a memory expansion for my electronic devices i typically purchase from sandisk it is a trusted name and does what i need when i need to do it like feeding the chickens or mowing the lawn sony and ultra can t do that,,326,0,0,0,0,0.0,0.0,231
1899,"Guten Guy ""Guten Guy""",5.0,this is the cat s meow and the best song from stage play  cats  was  memories  if you keep forgetting things get more memory just remember to format it in your device before use i think i forgot to format my brain before use,,691,0,0,0,0,0.0,0.0,224
1900,Guyanas Son,5.0,large capacity fast and functional san disk continues to provide the quality the public has come to expect i have never owned or had any problems with their storage line,,406,0,0,0,0,0.0,0.0,169
1901,"Guy Milliron ""Guy M.""",3.0,like many here mine failed and i lost my data but being smart i had a backup after further investigation i found this product is not compatible with android and a number of devices cameras phones gps unit windows seems to love it though wish i had a windows device that could use g my only one uses a whopping k at best what a waste update reformated is as fat and works ok in my android devices and my sony camera for about  months now still i keep a hot quick backup ota every day to my desktop computer i ll just say i m not  confident in it yet,,910,0,0,0,0,0.0,0.0,548
1902,Guy S. Junior,5.0,ultra quick you can take several pictures in sequence and this memory keeps it pace even at movies it shows its speed,,787,0,0,0,0,0.0,0.0,117
1903,G. Wood,5.0,i purchased a couple of these for use with a new digital camera that also shoots p video this is a great product for that purpose fast transfers and i have had no hiccups in writing to the card,,257,0,0,0,0,0.0,0.0,193
1904,G. Wright,1.0,i got this for my brand new nokia lumia  but there is some kind of problem the card is horribly slow i can t record hd video to it it studders i ve tried reformatting several times to no avail i didn t have any of these problems with my old gb class  sandisk card there are other people having this problem as well seems hit or miss i can t recommend this card at this time for this reason edit i ve contacted sandisk and they are rmaing the card i ll improve the rating if the new card corrects the problem edit got the new card problem still exists edit i ve suffered with this card for a year now the only problem is that i cannot take video without studders so i figured maybe software updates would eventually fix the problem they have not i have used multiple different camera apps and the problem still persists,,712,1,0,1,1,1.0,0.2065493143772374,818
1905,G. Young,5.0,works great with my samsung galaxy note   fast and dependable no problem with viewing videos from it on the note   try it you will like it,,385,3,0,3,3,1.0,0.4385029682449545,138
1906,Habo,5.0,amazing price for this micro sd brings adapter with it class  great product i am very happy with this purchase,,452,0,0,0,0,0.0,0.0,110
1907,H. A.,5.0,i got this for my new gopro hero black edition and it has worked without a hitch even in the highest setting i get over  hours of recording time and the price per gb was extremely reasonable,,661,0,0,0,0,0.0,0.0,190
1908,Hakmin,5.0,my phone makes very high definition photos which makes a big size file i do not transfer the files to the computer because i have plenty of space also it works faster than ever,,4,0,0,0,0,0.0,0.0,176
1909,"Hakudoushinumber9 ""Hakudoushi numbernine""",5.0,when i got it it was broken so i had to send it back they sent me a new one immediately i am so happy cause my phone s internal capacity is  gigs that s not much _,,277,0,0,0,0,0.0,0.0,163
1910,H. Al-Harethi,3.0,i purchased this card on a daily lighting deal for my new samsung galaxy note ii it was recognized without issues i connected it with its adapter to my computer s card reader to transfer about gb of data and the best consistent transfer rate average was roughly mbps that s less than  of the advertised transfer rate to be fair i ve used the same external card reader with my sony hx digital camera with an sd card gb class  and i get double the transfer rate of what i ve gotten for this card here is the setup  sd adapter included with this card  external  in  usb   card reader connected to a usb   port on my pc files transferred were of varying sizes  transferred from tb seagate x sata hdd connected to sata port  windows  enterprise x oh yah baby the only excuse i give this card for its bad performance is the files were relatively small sizes but some of them were as large as mb this still does not justify the very low transfer rate i am not really picky because this card will reside inside my super phone but still it does not justify the money paid for this card i hope this will help others,,768,5,2,7,3,0.7142857142857143,0.3589344518326193,1105
1911,Hamlet423,1.0,major issues bought from san disk but only worked briefly now when i try to reformat it reports itself as a  meg removeable drive in both windows and macos not sure if its defective or a mislabeled one but got direct from amazon so just very disapointed will stick with transcend from now on i think,,380,0,0,0,0,0.0,0.0,299
1912,Hamza,5.0,comes with a lifetime warranty had one fail once sent it back to sandisk they sent me a new one i have been using sandisk for years that was the only time one ever failed,,380,0,0,0,0,0.0,0.0,170
1913,Hamza Momen,5.0,i using this micro sd on my sony xperia z it s running fast and has a lot of space now i can store all my data on this card,,428,0,0,0,0,0.0,0.0,123
1914,Hancock,5.0,what is there to be said it s storing data on my phone i just got a sony experia z and it has such a quick response time i can t even notice when transferring large zip packs it may take  seconds for about a gb,,220,0,0,0,0,0.0,0.0,210
1915,Hans,5.0,i needed some new sd cards for my new tablets after researching i bought the sandisk ultra  gb microsdhc class  it is way better than the almost same price sandisk ultra without class the ultra class is lightning fast you can see the difference when you copy large files you will note that read and write procedures are much faster whether you use it in camera smart phone or tablet the price is also ok only drawback i noted was that the recognized capacity is not gb but  gb in my asus memo pad other than that i am extremly pleased with this micro sd,,355,0,0,0,0,0.0,0.0,553
1916,"Hansumfella ""Works""",4.0,i am rating this product with  stars simply because i have yet to learn if my samsung galaxy note ii purchased on    is causing  defective  and  reformat  messages to ocassionally appear on screen or this sandisk ultra  gb microsdhc class  uhs  memory card mb s with adapter sdsdqua g ua is culprit however i have yet to  loose anything  stored on this card otherwise if the messages did not appear and or i learn for sure it is a phone problem i would rate this card with  stars,,595,0,1,1,-1,0.0,0.0,479
1917,Happiness,5.0,i m so happy that upgradable memory exists i get to listen to a plethora of podcasts music and instructional mps thank you sandisk,,351,1,0,1,1,1.0,0.2065493143772374,130
1918,Happy Camper,5.0,using card in a sony action cam records perfect very happy with card and adapter no problems reads and writes good,,410,0,0,0,0,0.0,0.0,114
1919,Happy Camper in the Amazon,5.0,when your item arrives on time in perfect condition and the price is good what more can you say this works great and no troubles,,308,0,0,0,0,0.0,0.0,128
1920,happy consumer,5.0,i have both a pad and a phone with one of these in each i can take the card out and read it directly on my computer also if i wnat to load some pictures or movies i just put them on the card and put it back in the pad or phone i don t need to subscribe to looney tunes or whatever they call it i can just put on or take off what i want without a third party being involved very nice indeed,,305,0,0,0,0,0.0,0.0,389
1921,Happy Customer,5.0,bought two of these for me and my daughters samsung galaxy s and they store so much on them i love my phone even more,,427,0,0,0,0,0.0,0.0,117
1922,Happy Dad,5.0,there is not much to review other than how it works so far it has been just as hoped the read write time is very fast and i have had no issues i am currently using in a camera and it give basically unlimited pics and video due to the size so is great when travelling,,404,0,0,0,0,0.0,0.0,266
1923,Happy Dog,4.0,gb kingston class  micro sd amazon  best seller   about  mb sgb sandisk ultra class  micro sd   about mb sresults from my informal data transfer test copied a large  gb video file to my two micro sd cards this sandisk ultra takes about half the time to transfer data time is money and i m happy with the results considering the current amazon price is about  vs  for the sandisk ultra,,397,0,1,1,-1,0.0,0.0,384
1924,happy gardener,5.0,i bought this to add additional storage for my mp player i now have a ton of music and audio books on my mp player it will take awhile to listen to all of it,,1030,0,0,0,0,0.0,0.0,157
1925,"Happy ""Happy""",5.0,good for the price and so far it is working just fine on my phone finally i can now save pics taken from the camera and things i download,,509,0,0,0,0,0.0,0.0,137
1926,HappyinPlymouth,3.0,will review when i install and use product arrived on time appears to be quality and what i need will review soon,,756,0,1,1,-1,0.0,0.0,113
1927,"HappyShopper ""HappyShopper""",5.0,it functions it s a memory card not sure what else to post it works great and i haven t had any issues great price too,,320,0,0,0,0,0.0,0.0,118
1928,harajyuks,5.0,as advertised gb high transfer speeds and oh yeah android ftw,,613,0,1,1,-1,0.0,0.0,61
1929,Hardware Traveler,4.0,pro small fast and priced ok this is basically a class  card file access is noticeably faster than a class  i was using before con not really noticed anything,,473,0,0,0,0,0.0,0.0,158
1930,Harlan Aliment,5.0,can t beat the price and quality for the capacity i always buy these chips from amazon sandisk chips have worked well for me no problems with read right no lost data,,254,0,0,0,0,0.0,0.0,165
1931,HarlequinGrey,3.0,the product met my expectations i expected it would go in my s that s about all there is to say,,1030,0,0,0,0,0.0,0.0,95
1932,Harley,5.0,i originally bought this for my digital slr and it works the way it is supposed to since i didn t need capacity for over   pictures i put this in my samsung tablet and got a  gb for the camera if you need or just want  gb of memory this is the one to buy,,252,0,0,0,0,0.0,0.0,254
1933,harmhvac,5.0,no problem with getting card to fit works fine love extra storage recommend to anyone gb plenty for file storage,,528,0,0,0,0,0.0,0.0,112
1934,Harold,5.0,the memory card was exactly what i was looking for it came on time in fact it came early now i have upgraded the memory for my tablet and can download movies to take with me any time i need to,,623,0,0,0,0,0.0,0.0,192
1935,Harriette Wasserman,4.0,really the gold standard i will reserve  stars until they blow me away on the price otherwise this is an excellent buy,,664,0,0,0,0,0.0,0.0,118
1936,"Harrison A. Curtis ""Techy""",5.0,after purchasing several sdhc from other sources i was almost ready to give up each of those was somehow defective the amazon sdhc is genuine and works like a charm,,289,0,0,0,0,0.0,0.0,164
1937,Harry K.,5.0,not a steal at  but anything under  per gb is a decent price for high end sandisk class  memory the real value was in being assured of authentic sandisk product and a very fast delivery i would buy again from this seller the gb microsd installed reformatted to nsfs with no issues and performs as advertised,,346,0,0,0,0,0.0,0.0,307
1938,Harry L. Jin,4.0,both of these items arrived on time and tested out at  mb s write and   mb s read using htestw exe  mb file size i would have given them  stars if the write speed was just a bit faster,,365,0,0,0,0,0.0,0.0,184
1939,Harry Mohrmann,5.0,i bought this to increase the storage in my smartphone the samsung note came with gb with about gb usable installed this to store movies for long trips holds about  full length compressed mp movies,,657,0,0,0,0,0.0,0.0,197
1940,"Harry T. Goodwin ""Hairy Wolf""",5.0,very nice addition to a xperia z tablet expanding the storage area up to  gigs easily seen by os of my tablet fits micro slots,,575,0,0,0,0,0.0,0.0,126
1941,"Harv ""Bryan""",5.0,well worth the money high storage cheap and fast enough for a phone sure you can get faster cards but you really don t need it,,605,0,0,0,0,0.0,0.0,126
1942,Harvey H. Willard,5.0,very fast and does the job i have placed this inside of my lg optima pro and it works great the price is right,,373,0,0,0,0,0.0,0.0,110
1943,Hasan,5.0,i was not interested in this because of its small size flash and now with  became excited to use,,361,0,0,0,0,0.0,0.0,96
1944,hawaiiinsomniac,5.0,this is perfect i picked this up on amazon for  and i could not be happier i ve used this on various devices such as surface rt camcorder laptop and it works without any problems,,453,0,0,0,0,0.0,0.0,178
1945,Hawkins,5.0,i never faced any issues so far so good it works well with my tablet it is super fast and reliable,,768,0,0,0,0,0.0,0.0,98
1946,Hayrcc,5.0,bought it fit in my new galaxy s nothing more to write its a great product and price was good and it works,,337,1,0,1,1,1.0,0.2065493143772374,106
1947,H. Braley,5.0,bought this to use in my galaxy note  two months later works just like is should amazon has the best price available and much better price than the offer at best buy,,374,0,0,0,0,0.0,0.0,165
1948,Hctor Vega,5.0,es un producto que recomiendo ampliamente solo se instala en el telefono este lo formatea y listo esta en fincion para ser utilizado al,,710,0,0,0,0,0.0,0.0,135
1949,HD7alphaLIVE,5.0,no brainer this is not the regular  micro sd its the high capacity ultra just go price this baby anywhere else and you ll see that amazon is the only place you should even think about buying this little powerhouse from no brainer,,510,0,0,0,0,0.0,0.0,229
1950,Heather moakley,3.0,i started to have trouble with my card after about  months i shall attempt to get a replacement and hopefully the new one lasts much longer,,519,0,0,0,0,0.0,0.0,139
1951,Heath,5.0,works as expected love the great price and use it with my gopro i would definitely recommend this to everyone,,550,0,0,0,0,0.0,0.0,109
1952,Hector Martin Yanez Banos,5.0,i used this card to reply a class  on my fujfiilm x and the writing speed is much better now before after shooting a picture in raw format highest quality it took  blinks on the led for the image to be written with this card the time is  blinks this is a substantial increment in speed,,308,0,0,0,0,0.0,0.0,285
1953,Hector M. Sala Garcia,5.0,very satisfied with the product and price sandisk has not let me down never and  gb added to my dell venue  pro tablet just rocks i could have gone for the  gb but i really don t need more than  and the price was right,,324,0,0,0,0,0.0,0.0,218
1954,hectorvnzla,5.0,sandisk ultra  gb microsdhc c uhs memory card one of the best memory card i bought how quickly and read the data back is amazing,,382,0,0,0,0,0.0,0.0,128
1955,"Heinami ""Heinami""",5.0,i bought this as soon as i heard that amazon and best buy were the only retailers carrying it for the time being it arrived promptly and worked with my galaxy note ii flawlessly i have been recommending purchasing these to customers at the store i work at regularly to try and get more people aware of the benefits of mass storage on small devices,,231,0,0,0,0,0.0,0.0,347
1956,Heli flyer,5.0,i ordered a san disk ultra  gb and received it the next day via prime the only problem was that the card was defective i went thru the process to return which was simple and did so received an email that a replacement had been sent with one day delivery got it today card is good everything is perfect i thank you,,292,0,0,0,0,0.0,0.0,313
1957,helimech101,5.0,not too much to say about it other than it s a class  card for a cheep price i ve had for about a month and it works perfectly my old card was the basic black hc and failed after about a year and a half,,222,0,1,1,-1,0.0,0.0,202
1958,hellakirbz,5.0,came in fast and managed to get it at a gold box discount seven more words are required thats cool i guess,,401,0,0,0,0,0.0,0.0,106
1959,:),5.0,having a gb mirosd is great i use it in my phone and hardly have to upload my pics and what not my phone works faster with all the extra space and i never have to worry about needing to delete any songs pics or apps,,264,0,0,0,0,0.0,0.0,215
1960,?,5.0,i use this memory card in my galaxy s and though i had some issues getting it formatted correctly this is the phone s fault it works like a dream and have had zero issues,,372,0,0,0,0,0.0,0.0,170
1961,...,5.0,on time so much memory i used my gb on a week vacation and didnt even fill it up i ll use this one next but my gb is the same brand class and speed,,2,0,0,0,0,0.0,0.0,147
1962,-----,1.0,after doing some tests between a generic memory card and this sandisk i am very disappointed i bought the  gig class  card i swore i picked original packaging but it was shipped with out original packaging i will be returning this card for the following reasons these tests were done using the sd card ports on my pc my generic class   gig card has upload speed of mb write and a transfer speed of   my sandisk i just bought it has an upload speed peaking at mb write and a transfer speed of   to maybe   if im lucky the write speed is ok but why is the transfer speed so much more low why isnt it at least mb if not mb if sandisk is typically so modest in their classifications and whats the deal with the no classification marking on this sd card i dont see class  anywhere on this card amazon you will be getting this back,,754,0,1,1,-1,0.0,0.0,825
1963,"Henree Garcia ""HG""",1.0,first it kept unmounting on the galaxy note  i got it replaced i used the replacement on my galaxy s and it heats up my phone when charging it gets very hot gs does not get hot with other sd cards awaiting my second replacement,,668,0,0,0,0,0.0,0.0,227
1964,Henri Savin,5.0,class  has a cost i am wondering today how we did manage with mb cards when a few minutes of shooting a p video do take so much space i calculated that i could be able to record no more than about  hours of p movies with this gb micro sd on the other hand the micro card itself is so tiny about the size of one of my nails miniaturization has gone a long way in any case i did put this into my gopro  camera and it recognized and formatted it immediately no issue at all,,509,0,0,0,0,0.0,0.0,470
1965,Henry Fu,5.0,this is a big card for a great price i remember buying a gb cf card for around  a while ago,,569,0,0,0,0,0.0,0.0,91
1966,Henry,4.0,bought it while it was one sale for  i love itit has given my surface some wiggle room don t expect the read and write speed to be super fast most likely you computer doesn t support the current protocol to transfer at the max speed overall quality you expect from sandisk though i think the price of this can come down bit more now that the market is slowly moving away from microsd expansion aside from samsung,,281,0,0,0,0,0.0,0.0,412
1967,henry,5.0,using it with action cameras and they work just fine with no issues tend to be getting around hrs when filming at p fps for the gb card,,126,0,0,0,0,0.0,0.0,135
1968,henry huynh,5.0,i use this with my contour roam on the race track hasn t failed me yet i would buy this again,,502,0,0,0,0,0.0,0.0,93
1969,Henry Jahja,5.0,works very good i love this,,123,0,0,0,0,0.0,0.0,27
1970,Henry P. Cambareri,5.0,this is a memory card that will be used for my wife s tablet this will upgrade her memory to the maximum she will have no storage space problems,,718,0,0,0,0,0.0,0.0,144
1971,Henry T. Bluing,5.0,purchased this card for use with my new slr camera as a backup read write to the card is fast which allows maximum use of special modes available with the camera data transfer speeds to a computer are also good no real complaints overall a good sd card for the price,,474,0,0,0,0,0.0,0.0,266
1972,Hepotter,3.0,the chip worked fine fit perfectly but it is so tiny if it falls out you are going to have a hard time finding it if your application is a tablet or pad if it has a  push in  holder you will want to put some tape or other securing agent across the top of the chip and onto the table sides if i had thought of it clear finger nail polish would have worked just fine or even a half drop of super glue on the top i didn t and it s forever gone now i changed from android to ipad and very satisfied that i upgraded to apple,,173,0,1,1,-1,0.0,0.0,519
1973,"Herbert York ""atwb""",1.0,piece of crap died two months after i bought iti am sure that makes it on me to buy anothergreat,,541,0,2,2,-2,0.0,0.0,96
1974,Herman Irizarry,5.0,working flawlessly as it is supposed to i like the speed of the product the adapter case is also nice to have,,350,0,0,0,0,0.0,0.0,109
1975,Hesh!,5.0,this is my rd sandisk micro sd card for my rd android device and just like its predecessors the ultra gb micro sdxc class  worked flawlessly in my sch i samsung galaxy note  i simply inserted the card power cycled the device and once rebooted the note  recognized an unformatted sd card and asked if i would like for it to be formatted in order to be read once i chose yes i now had an additional fully usable micro sd card that i use for media and ebook reading storage the response time is excellent so i have no complaints on performance i also love the fact that i ordered this at pm on thanksgiving day when i was alerted of the   price tag,,725,1,0,1,1,1.0,0.2065493143772374,645
1976,H. H. Tucker,5.0,arrived on time and did everything as expected more then enough cap to hold severail hours of recording_____ _______,,723,0,0,0,0,0.0,0.0,116
1977,"H_Huck ""Huck""",1.0,used it in a samsung galaxy s and it was ruined within a month second one i went through on that phone contacted verizon samsung sandisk google and read a lot of forums turns out a lot of people were having the issue with that phone and these cards of course the girlfriend threw away the card so i couldn t return it so i don t know if the issue was fixed or if was a bad batch of cards that went out or what it s been a few months and i haven t seen the problem as much as before so i can only assume it was a bad batch i ve had another card in my phone for a while and haven t had any issues so for now i can t recommend this specific card unless their issue has been addressed,,679,0,0,0,0,0.0,0.0,680
1978,"Hien Nguyen ""scatterbrained""",5.0,local storage is still a necessity or a really nice to have in this cloud connected world these cards with and without the sd adapter have been used in my mobile phones dslrs computers lenovo y and ms surface pro tablets asus transformer tf nook hd and have been rock solid i own  of them and in my dslr they ve proven to be fast enough for burst shooting and high def video in my mobile tablet pcs they ve been used to shuttle hd videos and other content back and forth without a hitch still love local storage and these cards are a relatively cheap and reliable way to achieve that,,636,0,0,0,0,0.0,0.0,583
1979,HighwayMan,5.0,this thing works great i have it to store pictures and videos and it works perfectly i put it in and it formatted and after that no hassle at all it was the best priced microsd here on amazon and i am happy with the purchase i would buy again if i needed to,,590,0,0,0,0,0.0,0.0,257
1980,Hike AZ,5.0,plugged it into my surface  and doubled my storage capacity i have had no problems with it it is fast enough to use for videos,,64,0,0,0,0,0.0,0.0,126
1981,Hinh Truong,5.0,good price and working well i used it for my galaxy s s note and asus tf also purchased one for spare highly recommended,,514,0,0,0,0,0.0,0.0,120
1982,"H. Koerner ""a coffee lover""",5.0,was able to increase storage on my surface rt no more carrying around an external hdd holds enough of my music library,,636,0,0,0,0,0.0,0.0,118
1983,hlrent,5.0,added additional storage on my surface tablet it allows me the storage of items that i want or need to transport to other devices,,376,0,0,0,0,0.0,0.0,129
1984,H. Marquis,5.0,i bought this to change my nook to android and boot off it it s fast and reliable for daily use,,611,0,0,0,0,0.0,0.0,95
1985,H.Neuman,5.0,formated to fat using easy partition home edition free on the web and it works on both my samsung galaxy s ii phone and asus tf tabletam gonna buy another one so each can have one,,879,0,0,0,0,0.0,0.0,179
1986,Hobejoey,5.0,i would recommend this item to anyone looking to upgrade to a gb memory card whether for your phone or camera,,1001,0,0,0,0,0.0,0.0,109
1987,Hokie115,5.0,i have read many places that this would not work on android tablets but have found that the card requires you to format in a windows computer to get it to work even tablets that are rated to gb have been found to read write this card to gb you need to download a free partitioning program and format using that to fat first erase the current partition then repartition to gb then format you can t simply use windows to format to fat on newer windows computers and even on older vista the max it will allow is gb at fat using the partitioning software bypasses that gb limit and formats the whole card so that when you after insert into tablet reads something like  gb formatted space huge capacity for the money and a fast card search internet for formatting gb microsd card for android and read up on it,,525,0,0,0,0,0.0,0.0,804
